epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
120,2126.12,1.20211,5.49281,0.39171,1.28204,1.69412,0.87259,0.80944,0.90137,0.5646,0.36086,0.26888,0.1627,0.03187,1.30657,6.01319,0.41889,0.82045,1.94512,0.00041095,0.00041095,0.00041095
121,2143.44,1.16423,5.41846,0.38594,1.25931,1.6615,0.81672,0.86259,0.89366,0.56814,0.38027,0.28881,0.17334,0.03203,1.2785,6.00616,0.42036,0.82902,1.91417,0.000406,0.000406,0.000406
122,2160.63,1.22183,5.38849,0.38421,1.29142,1.70302,0.8813,0.7958,0.89892,0.56125,0.39563,0.27832,0.17534,0.03389,1.3124,6.01676,0.41843,0.83129,1.95491,0.00040105,0.00040105,0.00040105
123,2178.55,1.18911,5.34354,0.37804,1.26645,1.6783,0.84208,0.85303,0.89927,0.56287,0.40521,0.28427,0.17161,0.03478,1.32879,6.00508,0.42062,0.83003,1.96658,0.0003961,0.0003961,0.0003961
124,2196.7,1.15597,5.40506,0.38042,1.25057,1.65432,0.84917,0.81573,0.9013,0.5658,0.4033,0.29021,0.175,0.03361,1.31305,6.00109,0.4219,0.82844,1.96964,0.00039115,0.00039115,0.00039115
125,2213.98,1.18919,5.40061,0.38268,1.26293,1.68281,0.82945,0.86878,0.90279,0.56863,0.41892,0.2965,0.18361,0.03496,1.30466,5.99623,0.41926,0.83728,1.95289,0.0003862,0.0003862,0.0003862
126,2231.55,1.19754,5.34659,0.38133,1.26956,1.68686,0.86208,0.83531,0.90149,0.56608,0.42865,0.29196,0.191,0.03559,1.28993,5.98911,0.4202,0.82499,1.93168,0.00038125,0.00038125,0.00038125
127,2249.26,1.17525,5.39061,0.37976,1.26905,1.66754,0.87409,0.8375,0.89518,0.55851,0.41079,0.33322,0.19123,0.03611,1.30882,5.97277,0.4212,0.82219,1.95486,0.0003763,0.0003763,0.0003763
128,2266.21,1.16746,5.4562,0.39039,1.25643,1.661,0.87206,0.80072,0.89286,0.55835,0.36974,0.2871,0.17718,0.03526,1.29848,5.97762,0.42089,0.81815,1.95077,0.00037135,0.00037135,0.00037135
129,2283.32,1.16231,5.34075,0.38242,1.23947,1.66911,0.89112,0.7929,0.89229,0.55936,0.36822,0.29674,0.17358,0.03533,1.27732,5.96128,0.41952,0.82472,1.92469,0.0003664,0.0003664,0.0003664
